series,threshold,precision,recall
In,-0.0815751437787969,0.010464058234758872,1.0
In,-0.0815488676373339,0.010468821119708694,1.0
In,-0.0811579215145523,0.010478359908883827,1.0
In,-0.0811098791554339,0.010502283105022832,1.0
In,-0.0809007966949258,0.010507080858839652,1.0
In,-0.0807546017215916,0.010516689529035207,1.0
In,-0.0807070591973573,0.010526315789473684,1.0
In,-0.0806895205700969,0.010531135531135532,1.0
In,-0.0804764265724249,0.010535959688502062,1.0
In,-0.0798159659490121,0.01054562127464466,1.0
In,-0.0794274026015379,0.01055045871559633,1.0
In,-0.0793624415164045,0.010555300596603947,1.0
In,-0.0791704839455401,0.010569852941176471,1.0
In,-0.0790722444967295,0.01058444546709618,1.0
In,-0.0789927458168932,0.010589318600368325,1.0
In,-0.0789321474393571,0.010594196222938737,1.0
In,-0.0784183998367767,0.010603964960811434,1.0
In,-0.0781996948608296,0.01061865189289012,1.0
In,-0.0780416911851688,0.010623556581986143,1.0
In,-0.0780206298901373,0.010628465804066543,1.0
In,-0.0779943684695727,0.0106333795654184,1.0
In,-0.0777067722722436,0.010638297872340425,1.0
In,-0.0777022769683518,0.01064322073114299,1.0
In,-0.0775507621432496,0.010672853828306265,1.0
In,-0.0773338988227087,0.010677808727948004,1.0
In,-0.0772868928206406,0.010692701069270108,1.0
In,-0.0772218244547557,0.010727611940298507,1.0
In,-0.0770641879355746,0.010737628384687208,1.0
In,-0.0769664708659365,0.010793054903801032,1.0
In,-0.0768095455915836,0.010833725859632595,1.0
In,-0.0767904757098743,0.010843941537010843,1.0
In,-0.0767627995690775,0.01086443079829948,1.0
In,-0.0765146267559843,0.010879848628192999,1.0
In,-0.0765003943935077,0.010890151515151516,1.0
In,-0.0764531404125116,0.010895310279488394,1.0
In,-0.0761928614818561,0.010900473933649289,1.0
In,-0.0761713889299338,0.010905642484589853,1.0
In,-0.0760500140571867,0.010936757013789824,1.0
In,-0.075995457888189,0.010947168015230843,1.0
In,-0.0757645970681455,0.010952380952380953,1.0
In,-0.0755875323674409,0.01095759885659838,1.0
In,-0.0755631767640336,0.010978520286396181,1.0
In,-0.0751289792125511,0.011041766682669226,1.0
In,-0.0748067712860121,0.011078998073217727,1.0
In,-0.074654570981095,0.01108433734939759,1.0
In,-0.0745650569443028,0.011089681774349084,1.0
In,-0.0744337541101865,0.011095031355523395,1.0
In,-0.0744070827349464,0.0111003861003861,1.0
In,-0.0743800177083986,0.011111111111111112,1.0
In,-0.0741461960711942,0.011127237542331882,1.0
In,-0.0741454553399124,0.011132623426911906,1.0
In,-0.0739639383694487,0.011138014527845037,1.0
In,-0.073720794820093,0.011143410852713179,1.0
In,-0.0736923128274344,0.011159631246967491,1.0
In,-0.0735812477374229,0.01116504854368932,1.0
In,-0.0735015579039243,0.011186770428015564,1.0
In,-0.073418232652099,0.01119221411192214,1.0
In,-0.0733553544231685,0.011203117389186557,1.0
In,-0.0732670118256599,0.011208576998050682,1.0
In,-0.0725520060413102,0.01121404193076548,1.0
In,-0.0722472418050971,0.011224987798926306,1.0
In,-0.0721479299919736,0.01123046875,1.0
In,-0.0720607469830052,0.011235955056179775,1.0
In,-0.072001768597304,0.01150575287643822,1.0
In,-0.071918047402597,0.011511511511511512,1.0
In,-0.0715947663246618,0.011517275913870806,1.0
In,-0.0715224302389637,0.011546184738955823,1.0
In,-0.0715041151585855,0.011551983927674536,1.0
In,-0.0714878938058932,0.011557788944723618,1.0
In,-0.0714230727773774,0.011563599798893917,1.0
In,-0.0714156871006655,0.011569416498993963,1.0
In,-0.0713567964374689,0.011598587997982855,1.0
In,-0.0712090989212137,0.01160443995963673,1.0
In,-0.0710149318279721,0.011752682677567705,1.0
In,-0.0707203621011533,0.011758691206543968,1.0
In,-0.0706376846205164,0.0117827868852459,1.0
In,-0.0706353409217739,0.011794871794871795,1.0
In,-0.0705854697325526,0.011800923550538737,1.0
In,-0.0702905759751658,0.011813045711350795,1.0
In,-0.0702364153259265,0.011819116135662899,1.0
In,-0.0702312240037244,0.011825192802056555,1.0
In,-0.0701966660875763,0.01184346035015448,1.0
In,-0.070136746025907,0.01184956208140134,1.0
In,-0.0697915536875594,0.011855670103092783,1.0
In,-0.0695940215538793,0.011874032008260196,1.0
In,-0.0695599196284015,0.011886304909560724,1.0
In,-0.0692693552509102,0.011452368558042686,0.9565217391304348
In,-0.0692024253213211,0.011458333333333333,0.9565217391304348
In,-0.0691086639973432,0.011464304325169358,0.9565217391304348
In,-0.0690850911798237,0.011488250652741514,0.9565217391304348
In,-0.0685749348913996,0.011494252873563218,0.9565217391304348
In,-0.0681497615783799,0.01150026136957658,0.9565217391304348
In,-0.0678441199916205,0.011506276150627616,0.9565217391304348
In,-0.0677311213310291,0.011542497376705142,0.9565217391304348
In,-0.0675542362334709,0.011548556430446194,0.9565217391304348
In,-0.0675079765877464,0.011615628299894404,0.9565217391304348
In,-0.0674349297039975,0.01162176439513999,0.9565217391304348
In,-0.0673542890015048,0.011627906976744186,0.9565217391304348
In,-0.067329788531567,0.011634056054997356,0.9565217391304348
In,-0.067274448935109,0.013189448441247002,0.9565217391304348
In,-0.0671747940054745,0.013197360527894421,0.9565217391304348
In,-0.0670845114142757,0.013205282112845138,0.9565217391304348
In,-0.0669819982016438,0.0132291040288635,0.9565217391304348
